"","...1","Area","Item","Year","yield_hg_per_ha","average_rain_fall_mm_per_year","pesticides_tonnes","avg_temp","yield_last_year"
"369",6499,"Chile","Wheat",2011,58060,1522,9830.72,13.25,57658
"370",6509,"Chile","Wheat",2012,49468,1522,9830.72,13.48,58060
"371",6519,"Chile","Wheat",2013,58143,1522,9830.72,13.07,49468
"372",6881,"Colombia","Cassava",2011,107039,3240,53797,27.18,106094
"373",6899,"Colombia","Cassava",2012,96365,3240,48727.73,27.56,107039
"374",6917,"Colombia","Cassava",2013,99633,3240,54563.38,27.6,96365
"375",6883,"Colombia","Maize",2011,28591,3240,53797,27.18,27227
"376",6901,"Colombia","Maize",2012,29052,3240,48727.73,27.56,28591
"377",6919,"Colombia","Maize",2013,28246,3240,54563.38,27.6,29052
"378",6885,"Colombia","Plantains and others",2011,79624,3240,53797,27.18,80771
"379",6903,"Colombia","Plantains and others",2012,80883,3240,48727.73,27.56,79624
"380",6921,"Colombia","Plantains and others",2013,84230,3240,54563.38,27.6,80883
"381",6887,"Colombia","Potatoes",2011,173390,3240,53797,27.18,172462
"382",6905,"Colombia","Potatoes",2012,181661,3240,48727.73,27.56,173390
"383",6923,"Colombia","Potatoes",2013,185619,3240,54563.38,27.6,181661
"384",6889,"Colombia","Rice, paddy",2011,39589,3240,53797,27.18,41223
"385",6907,"Colombia","Rice, paddy",2012,48066,3240,48727.73,27.56,39589
"386",6925,"Colombia","Rice, paddy",2013,38371,3240,54563.38,27.6,48066
"387",6891,"Colombia","Sorghum",2011,38975,3240,53797,27.18,57069
"388",6909,"Colombia","Sorghum",2012,38191,3240,48727.73,27.56,38975
"389",6927,"Colombia","Sorghum",2013,32034,3240,54563.38,27.6,38191
"390",6893,"Colombia","Soybeans",2011,21766,3240,53797,27.18,17152
"391",6911,"Colombia","Soybeans",2012,26639,3240,48727.73,27.56,21766
"392",6929,"Colombia","Soybeans",2013,27250,3240,54563.38,27.6,26639
"393",6895,"Colombia","Wheat",2011,15964,3240,53797,27.18,17697
"394",6913,"Colombia","Wheat",2012,15196,3240,48727.73,27.56,15964
"395",6931,"Colombia","Wheat",2013,16938,3240,54563.38,27.6,15196
"396",6897,"Colombia","Yams",2011,111246,3240,53797,27.18,108871
"397",6915,"Colombia","Yams",2012,109759,3240,48727.73,27.56,111246
"398",6933,"Colombia","Yams",2013,109992,3240,54563.38,27.6,109759
"399",7025,"Croatia","Maize",2011,56817,1113,1638.74,11.02,69678
"400",7030,"Croatia","Maize",2012,43374,1113,1737.47,11.12,56817
"401",7035,"Croatia","Maize",2013,65000,1113,1836.21,11.58,43374
"402",7026,"Croatia","Potatoes",2011,153960,1113,1638.74,11.02,163115
"403",7031,"Croatia","Potatoes",2012,147848,1113,1737.47,11.12,153960
"404",7036,"Croatia","Potatoes",2013,158785,1113,1836.21,11.58,147848
"405",7027,"Croatia","Sorghum",2011,32000,1113,1638.74,11.02,25641
"406",7032,"Croatia","Sorghum",2012,35729,1113,1737.47,11.12,32000
"407",7037,"Croatia","Sorghum",2013,50203,1113,1836.21,11.58,35729
"408",7028,"Croatia","Soybeans",2011,25005,1113,1638.74,11.02,27203
"409",7033,"Croatia","Soybeans",2012,17875,1113,1737.47,11.12,25005
"410",7038,"Croatia","Soybeans",2013,23606,1113,1836.21,11.58,17875
"411",7029,"Croatia","Wheat",2011,52237,1113,1638.74,11.02,40415
"412",7034,"Croatia","Wheat",2012,53473,1113,1737.47,11.12,52237
"413",7039,"Croatia","Wheat",2013,48846,1113,1836.21,11.58,53473
"414",7043,"Denmark","Maize",2011,52170,703,4249.48,9.31,48105
"415",7046,"Denmark","Maize",2012,58217,703,5716,8.7,52170
"416",7049,"Denmark","Maize",2013,59141,703,4118,8.81,58217
"417",7044,"Denmark","Potatoes",2011,389423,703,4249.48,9.31,352675
"418",7047,"Denmark","Potatoes",2012,421316,703,5716,8.7,389423
"419",7050,"Denmark","Potatoes",2013,415732,703,4118,8.81,421316
"420",7045,"Denmark","Wheat",2011,64672,703,4249.48,9.31,66264
"421",7048,"Denmark","Wheat",2012,73687,703,5716,8.7,64672
"422",7051,"Denmark","Wheat",2013,72992,703,4118,8.81,73687
"423",7410,"Dominican Republic","Cassava",2011,78686,1410,6316.61,26.79,84606
"424",7426,"Dominican Republic","Cassava",2012,75083,1410,6316.61,26.87,78686
"425",7442,"Dominican Republic","Cassava",2013,74585,1410,6316.61,26.51,75083
"426",7412,"Dominican Republic","Maize",2011,16229,1410,6316.61,26.79,16818
"427",7428,"Dominican Republic","Maize",2012,15675,1410,6316.61,26.87,16229
"428",7444,"Dominican Republic","Maize",2013,15764,1410,6316.61,26.51,15675
"429",7414,"Dominican Republic","Plantains and others",2011,173430,1410,6316.61,26.79,109770
"430",7430,"Dominican Republic","Plantains and others",2012,183778,1410,6316.61,26.87,173430
"431",7446,"Dominican Republic","Plantains and others",2013,199939,1410,6316.61,26.51,183778
"432",7416,"Dominican Republic","Potatoes",2011,236186,1410,6316.61,26.79,237316
"433",7432,"Dominican Republic","Potatoes",2012,242634,1410,6316.61,26.87,236186
"434",7448,"Dominican Republic","Potatoes",2013,256603,1410,6316.61,26.51,242634
"435",7418,"Dominican Republic","Rice, paddy",2011,50057,1410,6316.61,26.79,47651
"436",7434,"Dominican Republic","Rice, paddy",2012,41266,1410,6316.61,26.87,50057
"437",7450,"Dominican Republic","Rice, paddy",2013,45123,1410,6316.61,26.51,41266
"438",7420,"Dominican Republic","Sorghum",2011,14666,1410,6316.61,26.79,21139
"439",7436,"Dominican Republic","Sorghum",2012,14585,1410,6316.61,26.87,14666
"440",7452,"Dominican Republic","Sorghum",2013,15303,1410,6316.61,26.51,14585
"441",7422,"Dominican Republic","Sweet potatoes",2011,80907,1410,6316.61,26.79,81343
"442",7438,"Dominican Republic","Sweet potatoes",2012,81007,1410,6316.61,26.87,80907
"443",7454,"Dominican Republic","Sweet potatoes",2013,79812,1410,6316.61,26.51,81007
"444",7424,"Dominican Republic","Yams",2011,67133,1410,6316.61,26.79,69331
"445",7440,"Dominican Republic","Yams",2012,66228,1410,6316.61,26.87,67133
"446",7456,"Dominican Republic","Yams",2013,63432,1410,6316.61,26.51,66228
"447",7998,"Ecuador","Cassava",2011,28346,2274,17529.44,21.78,32033
"448",8025,"Ecuador","Cassava",2012,45419,2274,11469.74,21.86,28346
"449",8052,"Ecuador","Cassava",2013,25112,2274,6471.77,21.69,45419
"450",8001,"Ecuador","Maize",2011,16672,2274,17529.44,21.78,22348
"451",8028,"Ecuador","Maize",2012,27324,2274,11469.74,21.86,16672
"452",8055,"Ecuador","Maize",2013,23702,2274,6471.77,21.69,27324
"453",8004,"Ecuador","Plantains and others",2011,51321,2274,17529.44,21.78,48375
"454",8031,"Ecuador","Plantains and others",2012,60942,2274,11469.74,21.86,51321
"455",8058,"Ecuador","Plantains and others",2013,49591,2274,6471.77,21.69,60942
"456",8007,"Ecuador","Potatoes",2011,77752,2274,17529.44,21.78,87422
"457",8034,"Ecuador","Potatoes",2012,83078,2274,11469.74,21.86,77752
"458",8061,"Ecuador","Potatoes",2013,73131,2274,6471.77,21.69,83078
"459",8010,"Ecuador","Rice, paddy",2011,44792,2274,17529.44,21.78,43399
"460",8037,"Ecuador","Rice, paddy",2012,42178,2274,11469.74,21.86,44792
"461",8064,"Ecuador","Rice, paddy",2013,38210,2274,6471.77,21.69,42178
"462",8013,"Ecuador","Sorghum",2011,15838,2274,17529.44,21.78,16254
"463",8040,"Ecuador","Sorghum",2012,15667,2274,11469.74,21.86,15838
"464",8067,"Ecuador","Sorghum",2013,15608,2274,6471.77,21.69,15667
"465",8016,"Ecuador","Soybeans",2011,16250,2274,17529.44,21.78,16279
"466",8043,"Ecuador","Soybeans",2012,16923,2274,11469.74,21.86,16250
"467",8070,"Ecuador","Soybeans",2013,16585,2274,6471.77,21.69,16923
"468",8019,"Ecuador","Sweet potatoes",2011,19113,2274,17529.44,21.78,18963
"469",8046,"Ecuador","Sweet potatoes",2012,19575,2274,11469.74,21.86,19113
"470",8073,"Ecuador","Sweet potatoes",2013,19113,2274,6471.77,21.69,19575
"471",8022,"Ecuador","Wheat",2011,9249,2274,17529.44,21.78,8912
"472",8049,"Ecuador","Wheat",2012,7995,2274,11469.74,21.86,9249
"473",8076,"Ecuador","Wheat",2013,7064,2274,6471.77,21.69,7995
"474",8359,"Egypt","Maize",2011,77409,51,12945,21.18,72700
"475",8373,"Egypt","Maize",2012,77723,51,13991,21.55,77409
"476",8387,"Egypt","Maize",2013,77223,51,13653,21.44,77723
"477",8361,"Egypt","Potatoes",2011,264311,51,12945,21.18,259211
"478",8375,"Egypt","Potatoes",2012,268531,51,13991,21.55,264311
"479",8389,"Egypt","Potatoes",2013,266276,51,13653,21.44,268531
"480",8363,"Egypt","Rice, paddy",2011,95670,51,12945,21.18,94217
"481",8377,"Egypt","Rice, paddy",2012,95296,51,13991,21.55,95670
"482",8391,"Egypt","Rice, paddy",2013,95865,51,13653,21.44,95296
"483",8365,"Egypt","Sorghum",2011,53457,51,12945,21.18,50060
"484",8379,"Egypt","Sorghum",2012,53034,51,13991,21.55,53457
"485",8393,"Egypt","Sorghum",2013,53777,51,13653,21.44,53034
"486",8367,"Egypt","Soybeans",2011,31195,51,12945,21.18,28453
"487",8381,"Egypt","Soybeans",2012,36186,51,13991,21.55,31195
"488",8395,"Egypt","Soybeans",2013,34767,51,13653,21.44,36186
"489",8369,"Egypt","Sweet potatoes",2011,318249,51,12945,21.18,306078
"490",8383,"Egypt","Sweet potatoes",2012,323485,51,13991,21.55,318249
"491",8397,"Egypt","Sweet potatoes",2013,336781,51,13653,21.44,323485
"492",8371,"Egypt","Wheat",2011,65428,51,12945,21.18,55741
"493",8385,"Egypt","Wheat",2012,65823,51,13991,21.55,65428
"494",8399,"Egypt","Wheat",2013,66682,51,13653,21.44,65823
"495",8561,"El Salvador","Cassava",2011,145719,1784,3231.13,25.95,124843
"496",8569,"El Salvador","Cassava",2012,115775,1784,2595.16,26.04,145719
"497",8577,"El Salvador","Cassava",2013,154928,1784,6005.08,26.36,115775
"498",8562,"El Salvador","Maize",2011,28181,1784,3231.13,25.95,30253
"499",8570,"El Salvador","Maize",2012,32580,1784,2595.16,26.04,28181
"500",8578,"El Salvador","Maize",2013,29461,1784,6005.08,26.36,32580
"501",8563,"El Salvador","Plantains and others",2011,111171,1784,3231.13,25.95,221778
"502",8571,"El Salvador","Plantains and others",2012,143831,1784,2595.16,26.04,111171
"503",8579,"El Salvador","Plantains and others",2013,153680,1784,6005.08,26.36,143831
"504",8564,"El Salvador","Potatoes",2011,196316,1784,3231.13,25.95,252796
"505",8572,"El Salvador","Potatoes",2012,295706,1784,2595.16,26.04,196316
"506",8580,"El Salvador","Potatoes",2013,426047,1784,6005.08,26.36,295706
"507",8565,"El Salvador","Rice, paddy",2011,54783,1784,3231.13,25.95,70136
"508",8573,"El Salvador","Rice, paddy",2012,63968,1784,2595.16,26.04,54783
"509",8581,"El Salvador","Rice, paddy",2013,61615,1784,6005.08,26.36,63968
"510",8566,"El Salvador","Sorghum",2011,14534,1784,3231.13,25.95,17201
"511",8574,"El Salvador","Sorghum",2012,13204,1784,2595.16,26.04,14534
"512",8582,"El Salvador","Sorghum",2013,16633,1784,6005.08,26.36,13204
"513",8567,"El Salvador","Soybeans",2011,19222,1784,3231.13,25.95,18000
"514",8575,"El Salvador","Soybeans",2012,19231,1784,2595.16,26.04,19222
"515",8583,"El Salvador","Soybeans",2013,19231,1784,6005.08,26.36,19231
"516",8568,"El Salvador","Sweet potatoes",2011,60343,1784,3231.13,25.95,60767
"517",8576,"El Salvador","Sweet potatoes",2012,58333,1784,2595.16,26.04,60343
"518",8584,"El Salvador","Sweet potatoes",2013,58333,1784,6005.08,26.36,58333
"519",8653,"Eritrea","Maize",2011,9524,383,27.63,24.78,9000
"520",8657,"Eritrea","Maize",2012,10476,383,27.63,25.16,9524
"521",8661,"Eritrea","Maize",2013,10000,383,27.63,25.87,10476
"522",8654,"Eritrea","Potatoes",2011,18180,383,27.63,24.78,15729
"523",8658,"Eritrea","Potatoes",2012,14209,383,27.63,25.16,18180
"524",8662,"Eritrea","Potatoes",2013,12819,383,27.63,25.87,14209
"525",8655,"Eritrea","Sorghum",2011,1124,383,27.63,24.78,1320
"526",8659,"Eritrea","Sorghum",2012,1269,383,27.63,25.16,1124
"527",8663,"Eritrea","Sorghum",2013,1200,383,27.63,25.87,1269
"528",8656,"Eritrea","Wheat",2011,11154,383,27.63,24.78,11786
"529",8660,"Eritrea","Wheat",2012,12692,383,27.63,25.16,11154
"530",8664,"Eritrea","Wheat",2013,12000,383,27.63,25.87,12692
"531",8701,"Estonia","Potatoes",2011,178361,626,460,6.98,174562
"532",8703,"Estonia","Potatoes",2012,182175,626,553,5.57,178361
"533",8705,"Estonia","Potatoes",2013,193558,626,567,7.28,182175
"534",8702,"Estonia","Wheat",2011,28065,626,460,6.98,27440
"535",8704,"Estonia","Wheat",2012,38994,626,553,5.57,28065
"536",8706,"Estonia","Wheat",2013,32754,626,567,7.28,38994
"537",8747,"Finland","Potatoes",2011,275943,536,1707.54,6.38,261548
"538",8749,"Finland","Potatoes",2012,236522,536,1545.25,5.12,275943
"539",8751,"Finland","Potatoes",2013,281312,536,1475.39,6.17,236522
"540",8748,"Finland","Wheat",2011,38469,536,1707.54,6.38,34299
"541",8750,"Finland","Wheat",2012,39028,536,1545.25,5.12,38469
"542",8752,"Finland","Wheat",2013,38215,536,1475.39,6.17,39028
"543",8873,"France","Maize",2011,99668,867,61039,12.33,88299
"544",8879,"France","Maize",2012,90024,867,63547.59,11.22,99668
"545",8885,"France","Maize",2013,81592,867,66497.29,11.01,90024
"546",8874,"France","Potatoes",2011,468991,867,61039,12.33,421566
"547",8880,"France","Potatoes",2012,413769,867,63547.59,11.22,468991
"548",8886,"France","Potatoes",2013,431560,867,66497.29,11.01,413769
"549",8875,"France","Rice, paddy",2011,56263,867,61039,12.33,50432
"550",8881,"France","Rice, paddy",2012,55947,867,63547.59,11.22,56263
"551",8887,"France","Rice, paddy",2013,39400,867,66497.29,11.01,55947
"552",8876,"France","Sorghum",2011,64627,867,61039,12.33,55112
"553",8882,"France","Sorghum",2012,56861,867,63547.59,11.22,64627
"554",8888,"France","Sorghum",2013,54344,867,66497.29,11.01,56861
"555",8877,"France","Soybeans",2011,29473,867,61039,12.33,27495
"556",8883,"France","Soybeans",2012,27815,867,63547.59,11.22,29473
"557",8889,"France","Soybeans",2013,25599,867,66497.29,11.01,27815
"558",8878,"France","Wheat",2011,66563,867,61039,12.33,70405
"559",8884,"France","Wheat",2012,71512,867,63547.59,11.22,66563
"560",8890,"France","Wheat",2013,72656,867,66497.29,11.01,71512
"561",9125,"Germany","Maize",2011,106243,700,43754.35,10.56,90261
"562",9137,"Germany","Maize",2012,104802,700,45522.5,9.96,106243
"563",9149,"Germany","Maize",2013,88276,700,43756.1,10.12,104802
"564",9128,"Germany","Potatoes",2011,457565,700,43754.35,10.56,398758
"565",9140,"Germany","Potatoes",2012,447570,700,45522.5,9.96,457565
"566",9152,"Germany","Potatoes",2013,398258,700,43756.1,10.12,447570
"567",9131,"Germany","Soybeans",2011,15000,700,43754.35,10.56,20000
"568",9143,"Germany","Soybeans",2012,20000,700,45522.5,9.96,15000
"569",9155,"Germany","Soybeans",2013,20000,700,43756.1,10.12,20000
"570",9134,"Germany","Wheat",2011,70139,700,43754.35,10.56,72120
"571",9146,"Germany","Wheat",2012,73312,700,45522.5,9.96,70139
"572",9158,"Germany","Wheat",2013,79979,700,43756.1,10.12,73312
"573",9295,"Ghana","Cassava",2011,160124,1187,378.97,27.11,154330
"574",9302,"Ghana","Cassava",2012,167489,1187,378.97,26.86,160124
"575",9309,"Ghana","Cassava",2013,182704,1187,378.97,27.24,167489
"576",9296,"Ghana","Maize",2011,16458,1187,378.97,27.11,18874
"577",9303,"Ghana","Maize",2012,18712,1187,378.97,26.86,16458
"578",9310,"Ghana","Maize",2013,17240,1187,378.97,27.24,18712
"579",9297,"Ghana","Plantains and others",2011,107574,1187,378.97,27.11,107868
"580",9304,"Ghana","Plantains and others",2012,105443,1187,378.97,26.86,107574
"581",9311,"Ghana","Plantains and others",2013,108397,1187,378.97,27.24,105443
"582",9298,"Ghana","Rice, paddy",2011,23495,1187,378.97,27.11,27126
"583",9305,"Ghana","Rice, paddy",2012,25386,1187,378.97,26.86,23495
"584",9312,"Ghana","Rice, paddy",2013,26378,1187,378.97,27.24,25386
"585",9299,"Ghana","Sorghum",2011,11790,1187,378.97,27.11,12846
"586",9306,"Ghana","Sorghum",2012,12129,1187,378.97,26.86,11790
"587",9313,"Ghana","Sorghum",2013,11369,1187,378.97,27.24,12129
"588",9300,"Ghana","Sweet potatoes",2011,17687,1187,378.97,27.11,16904
"589",9307,"Ghana","Sweet potatoes",2012,18243,1187,378.97,26.86,17687
"590",9314,"Ghana","Sweet potatoes",2013,18243,1187,378.97,27.24,18243
"591",9301,"Ghana","Yams",2011,155906,1187,378.97,27.11,154841
"592",9308,"Ghana","Yams",2012,155717,1187,378.97,26.86,155906
"593",9315,"Ghana","Yams",2013,167820,1187,378.97,27.24,155717
"594",9456,"Greece","Maize",2011,107069,652,8189.8,17.67,103818
"595",9463,"Greece","Maize",2012,104559,652,8002.2,18.82,107069
"596",9470,"Greece","Maize",2013,106689,652,8081.72,19.36,104559
"597",9457,"Greece","Potatoes",2011,202160,652,8189.8,17.67,206835
"598",9464,"Greece","Potatoes",2012,199165,652,8002.2,18.82,202160
"599",9471,"Greece","Potatoes",2013,206787,652,8081.72,19.36,199165
"600",9458,"Greece","Rice, paddy",2011,81086,652,8189.8,17.67,69283
"601",9465,"Greece","Rice, paddy",2012,74926,652,8002.2,18.82,81086
"602",9472,"Greece","Rice, paddy",2013,83964,652,8081.72,19.36,74926
"603",9459,"Greece","Sorghum",2011,7930,652,8189.8,17.67,16082
"604",9466,"Greece","Sorghum",2012,14311,652,8002.2,18.82,7930
"605",9473,"Greece","Sorghum",2013,26357,652,8081.72,19.36,14311
"606",9460,"Greece","Soybeans",2011,25449,652,8189.8,17.67,27089
"607",9467,"Greece","Soybeans",2012,25983,652,8002.2,18.82,25449
"608",9474,"Greece","Soybeans",2013,27376,652,8081.72,19.36,25983
"609",9461,"Greece","Sweet potatoes",2011,197379,652,8189.8,17.67,215419
"610",9468,"Greece","Sweet potatoes",2012,199034,652,8002.2,18.82,197379
"611",9475,"Greece","Sweet potatoes",2013,221642,652,8081.72,19.36,199034
"612",9462,"Greece","Wheat",2011,27004,652,8189.8,17.67,26044
"613",9469,"Greece","Wheat",2012,26650,652,8002.2,18.82,27004
"614",9476,"Greece","Wheat",2013,27777,652,8081.72,19.36,26650
"615",9654,"Guatemala","Cassava",2011,12491,1996,16540.71,19.85,12511
"616",9663,"Guatemala","Cassava",2012,12470,1996,19726.3,19.88,12491
"617",9672,"Guatemala","Cassava",2013,12450,1996,20489.4,20.37,12470
"618",9655,"Guatemala","Maize",2011,19976,1996,16540.71,19.85,19944
"619",9664,"Guatemala","Maize",2012,20348,1996,19726.3,19.88,19976
"620",9673,"Guatemala","Maize",2013,20827,1996,20489.4,20.37,20348
"621",9656,"Guatemala","Plantains and others",2011,164167,1996,16540.71,19.85,162205
"622",9665,"Guatemala","Plantains and others",2012,171753,1996,19726.3,19.88,164167
"623",9674,"Guatemala","Plantains and others",2013,179551,1996,20489.4,20.37,171753
"624",9657,"Guatemala","Potatoes",2011,255064,1996,16540.71,19.85,252547
"625",9666,"Guatemala","Potatoes",2012,249536,1996,19726.3,19.88,255064
"626",9675,"Guatemala","Potatoes",2013,247554,1996,20489.4,20.37,249536
"627",9658,"Guatemala","Rice, paddy",2011,28621,1996,16540.71,19.85,28258
"628",9667,"Guatemala","Rice, paddy",2012,28928,1996,19726.3,19.88,28621
"629",9676,"Guatemala","Rice, paddy",2013,29387,1996,20489.4,20.37,28928
"630",9659,"Guatemala","Sorghum",2011,17482,1996,16540.71,19.85,17398
"631",9668,"Guatemala","Sorghum",2012,17558,1996,19726.3,19.88,17482
"632",9677,"Guatemala","Sorghum",2013,17290,1996,20489.4,20.37,17558
"633",9660,"Guatemala","Soybeans",2011,26429,1996,16540.71,19.85,31313
"634",9669,"Guatemala","Soybeans",2012,26429,1996,19726.3,19.88,26429
"635",9678,"Guatemala","Soybeans",2013,25333,1996,20489.4,20.37,26429
"636",9661,"Guatemala","Sweet potatoes",2011,64286,1996,16540.71,19.85,58333
"637",9670,"Guatemala","Sweet potatoes",2012,65000,1996,19726.3,19.88,64286
"638",9679,"Guatemala","Sweet potatoes",2013,63636,1996,20489.4,20.37,65000
"639",9662,"Guatemala","Wheat",2011,20509,1996,16540.71,19.85,20574
"640",9671,"Guatemala","Wheat",2012,21677,1996,19726.3,19.88,20509
"641",9680,"Guatemala","Wheat",2013,20240,1996,20489.4,20.37,21677
"642",9828,"Guinea","Cassava",2011,84900,1651,663.23,27.51,84900
"643",9836,"Guinea","Cassava",2012,69200,1651,770.21,27.28,84900
"644",9844,"Guinea","Cassava",2013,69000,1651,877.19,27.29,69200
"645",9829,"Guinea","Maize",2011,16584,1651,663.23,27.51,16313
"646",9837,"Guinea","Maize",2012,12200,1651,770.21,27.28,16584
"647",9845,"Guinea","Maize",2013,12500,1651,877.19,27.29,12200
"648",9830,"Guinea","Plantains and others",2011,52614,1651,663.23,27.51,52256
"649",9838,"Guinea","Plantains and others",2012,52222,1651,770.21,27.28,52614
"650",9846,"Guinea","Plantains and others",2013,52200,1651,877.19,27.29,52222
"651",9831,"Guinea","Potatoes",2011,56960,1651,663.23,27.51,59840
"652",9839,"Guinea","Potatoes",2012,68229,1651,770.21,27.28,56960
"653",9847,"Guinea","Potatoes",2013,75236,1651,877.19,27.29,68229
"654",9832,"Guinea","Rice, paddy",2011,11567,1651,663.23,27.51,11008
"655",9840,"Guinea","Rice, paddy",2012,12000,1651,770.21,27.28,11567
"656",9848,"Guinea","Rice, paddy",2013,12500,1651,877.19,27.29,12000
"657",9833,"Guinea","Sorghum",2011,9730,1651,663.23,27.51,9799
"658",9841,"Guinea","Sorghum",2012,9661,1651,770.21,27.28,9730
"659",9849,"Guinea","Sorghum",2013,9592,1651,877.19,27.29,9661
"660",9834,"Guinea","Sweet potatoes",2011,34726,1651,663.23,27.51,31033
"661",9842,"Guinea","Sweet potatoes",2012,34799,1651,770.21,27.28,34726
"662",9850,"Guinea","Sweet potatoes",2013,34607,1651,877.19,27.29,34799
"663",9835,"Guinea","Yams",2011,111221,1651,663.23,27.51,109240
"664",9843,"Guinea","Yams",2012,111594,1651,770.21,27.28,111221
"665",9851,"Guinea","Yams",2013,113722,1651,877.19,27.29,111594
"666",9958,"Guyana","Cassava",2011,95857,2387,400.76,27.43,106800
"667",9964,"Guyana","Cassava",2012,110944,2387,427.73,27.42,95857
"668",9970,"Guyana","Cassava",2013,109286,2387,358.72,27.3,110944
"669",9959,"Guyana","Maize",2011,13868,2387,400.76,27.43,13773
"670",9965,"Guyana","Maize",2012,13854,2387,427.73,27.42,13868
"671",9971,"Guyana","Maize",2013,13841,2387,358.72,27.3,13854
"672",9960,"Guyana","Plantains and others",2011,26306,2387,400.76,27.43,46653
"673",9966,"Guyana","Plantains and others",2012,32736,2387,427.73,27.42,26306
"674",9972,"Guyana","Plantains and others",2013,33143,2387,358.72,27.3,32736
"675",9961,"Guyana","Rice, paddy",2011,44102,2387,400.76,27.43,42328
"676",9967,"Guyana","Rice, paddy",2012,45280,2387,427.73,27.42,44102
"677",9973,"Guyana","Rice, paddy",2013,49996,2387,358.72,27.3,45280
"678",9962,"Guyana","Sweet potatoes",2011,314369,2387,400.76,27.43,321208
"679",9968,"Guyana","Sweet potatoes",2012,293877,2387,427.73,27.42,314369
"680",9974,"Guyana","Sweet potatoes",2013,254655,2387,358.72,27.3,293877
"681",9963,"Guyana","Yams",2011,57333,2387,400.76,27.43,123760
"682",9969,"Guyana","Yams",2012,58600,2387,427.73,27.42,57333
"683",9975,"Guyana","Yams",2013,55067,2387,358.72,27.3,58600
"684",10136,"Haiti","Cassava",2011,44502,1440,27.85,27.1,44629
"685",10144,"Haiti","Cassava",2012,44590,1440,27.85,27.2,44502
"686",10152,"Haiti","Cassava",2013,44678,1440,27.85,27.2,44590
"687",10137,"Haiti","Maize",2011,8103,1440,27.85,27.1,8045
"688",10145,"Haiti","Maize",2012,8168,1440,27.85,27.2,8103
"689",10153,"Haiti","Maize",2013,8545,1440,27.85,27.2,8168
"690",10138,"Haiti","Plantains and others",2011,66250,1440,27.85,27.1,66250
"691",10146,"Haiti","Plantains and others",2012,66750,1440,27.85,27.2,66250
"692",10154,"Haiti","Plantains and others",2013,51436,1440,27.85,27.2,66750
"693",10139,"Haiti","Potatoes",2011,126448,1440,27.85,27.1,121373
"694",10147,"Haiti","Potatoes",2012,127191,1440,27.85,27.2,126448
"695",10155,"Haiti","Potatoes",2013,127142,1440,27.85,27.2,127191
"696",10140,"Haiti","Rice, paddy",2011,24043,1440,27.85,27.1,23321
"697",10148,"Haiti","Rice, paddy",2012,24722,1440,27.85,27.2,24043
"698",10156,"Haiti","Rice, paddy",2013,28789,1440,27.85,27.2,24722
"699",10141,"Haiti","Sorghum",2011,9035,1440,27.85,27.1,9161
"700",10149,"Haiti","Sorghum",2012,8939,1440,27.85,27.2,9035
"701",10157,"Haiti","Sorghum",2013,8529,1440,27.85,27.2,8939
"702",10142,"Haiti","Sweet potatoes",2011,51166,1440,27.85,27.1,45841
"703",10150,"Haiti","Sweet potatoes",2012,56801,1440,27.85,27.2,51166
"704",10158,"Haiti","Sweet potatoes",2013,90938,1440,27.85,27.2,56801
"705",10143,"Haiti","Yams",2011,74540,1440,27.85,27.1,69948
"706",10151,"Haiti","Yams",2012,79363,1440,27.85,27.2,74540
"707",10159,"Haiti","Yams",2013,110560,1440,27.85,27.2,79363
"708",10337,"Honduras","Cassava",2011,77259,1976,6324.41,24.63,63483
"709",10346,"Honduras","Cassava",2012,70134,1976,7194.91,24.47,77259
"710",10355,"Honduras","Cassava",2013,76637,1976,7194.91,24.86,70134
"711",10338,"Honduras","Maize",2011,16593,1976,6324.41,24.63,16504
"712",10347,"Honduras","Maize",2012,15795,1976,7194.91,24.47,16593
"713",10356,"Honduras","Maize",2013,16214,1976,7194.91,24.86,15795
"714",10339,"Honduras","Plantains and others",2011,119975,1976,6324.41,24.63,108014
"715",10348,"Honduras","Plantains and others",2012,119965,1976,7194.91,24.47,119975
"716",10357,"Honduras","Plantains and others",2013,121433,1976,7194.91,24.86,119965
"717",10340,"Honduras","Potatoes",2011,159629,1976,6324.41,24.63,146252
"718",10349,"Honduras","Potatoes",2012,142073,1976,7194.91,24.47,159629
"719",10358,"Honduras","Potatoes",2013,163465,1976,7194.91,24.86,142073
"720",10341,"Honduras","Rice, paddy",2011,57761,1976,6324.41,24.63,57287
"721",10350,"Honduras","Rice, paddy",2012,59734,1976,7194.91,24.47,57761
"722",10359,"Honduras","Rice, paddy",2013,61214,1976,7194.91,24.86,59734
"723",10342,"Honduras","Sorghum",2011,12477,1976,6324.41,24.63,10442
"724",10351,"Honduras","Sorghum",2012,12333,1976,7194.91,24.47,12477
"725",10360,"Honduras","Sorghum",2013,11980,1976,7194.91,24.86,12333
"726",10343,"Honduras","Soybeans",2011,20819,1976,6324.41,24.63,20753
"727",10352,"Honduras","Soybeans",2012,20884,1976,7194.91,24.47,20819
"728",10361,"Honduras","Soybeans",2013,20950,1976,7194.91,24.86,20884
"729",10344,"Honduras","Sweet potatoes",2011,64000,1976,6324.41,24.63,63916
"730",10353,"Honduras","Sweet potatoes",2012,62500,1976,7194.91,24.47,64000
"731",10362,"Honduras","Sweet potatoes",2013,62500,1976,7194.91,24.86,62500
